ID_REDE_PRIORIZACAO_ONIBUS;NOME_ROTA;SITUACAO;INFRAESTRUTURA_ATUAL;INFRAESTRUTURA_PLANEJADA;ANO_IMPLANT_INFRA_ATUAL;HORIZONTE_IMPLANTACAO;POSICIONAMENTO_VIA;SISTEMA_BRT;REFERENCIA_LOGRADOURO;EXTENSAO_REDE_PLANEJADA;TIPO_LOGRADOURO;NOME_LOGRADOURO;LOGRAD_INICIAL;LOGRAD_FINAL;GEOMETRIA;EXTENSAO_TRECHO
394;ROTA PEDRO II;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;65.731;AVE;DOM PEDRO II;RUA PASSOS;RUA SETE LAGOAS;MULTILINESTRING ((609281.102494732 7798099.5704311, 609268.692499067 7798124.00545742, 609258.541864738 7798137.0727976, 609244.70533801 7798153.88937463));65.731
485;ROTA CARLOS LUZ;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;78.118;AVE;PRESIDENTE CARLOS LUZ;AVE DOM PEDRO II;RUA DONA ALEXANDRINA;MULTILINESTRING ((608595.732654384 7798327.83396871, 608555.047658628 7798394.53039285));78.118
490;ROTA CARLOS LUZ;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;95.257;AVE;PRESIDENTE CARLOS LUZ;RUA SERRA NEGRA;RUA DO TREVO;MULTILINESTRING ((608231.150894682 7798937.04996457, 608181.288274224 7799018.22344194));95.257
1274;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;55.762;AVE;PRESIDENTE ANTONIO CARLOS;TRV DOIS MIL QUATROCENTOS E DOIS;RUA MADALENA;MULTILINESTRING ((609927.725112733 7799891.83562071, 609910.606739975 7799944.90481863));55.762
467;ROTA CARLOS LUZ;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;92.803;AVE;PRESIDENTE CARLOS LUZ;RUA JOSE BENEDITO ANTAO;RUA JOSE SEBASTIAO DAHER;MULTILINESTRING ((608392.068546118 7799934.16700428, 608395.581275788 7799954.88278765, 608396.455335283 7799984.44676998, 608393.734206665 7800004.47269376, 608388.077557478 7800025.7383652));92.803
2027;ROTA NOROESTE;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2020;LATERAL;NÃO;;51.326;RUA;PADRE EUSTAQUIO;RUA SABINOPOLIS;RUA BAGE;MULTILINESTRING ((608770.536307614 7797914.11817936, 608727.674408964 7797942.35243236));51.326
2028;ROTA NOROESTE;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2020;LATERAL;NÃO;;49.278;RUA;PADRE EUSTAQUIO;RUA BAGE;RUA ITAMARANDIBA;MULTILINESTRING ((608727.674408964 7797942.35243236, 608704.28919454 7797959.83887305, 608689.916687932 7797967.02740984, 608686.164828778 7797968.4371229));49.278
2029;ROTA NOROESTE;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2020;LATERAL;NÃO;;39.841;RUA;PADRE EUSTAQUIO;RUA ITAMARANDIBA;RUA VALENCA;MULTILINESTRING ((608686.164828778 7797968.4371229, 608663.868065801 7797970.976606, 608646.658988756 7797968.40712901));39.841
1969;ROTA NOROESTE;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2020;LATERAL;NÃO;;59.242;RUA;TRES PONTAS;RUA BRASILIA;RUA VIRGINIA;MULTILINESTRING ((609110.891776775 7797943.44221054, 609054.069663731 7797960.22879368));59.242
1972;ROTA NOROESTE;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2020;LATERAL;NÃO;;70.082;RUA;TRES PONTAS;RUA NOVA LIMA;RUA BRASILIA;MULTILINESTRING ((609178.161374541 7797923.80620739, 609110.891776775 7797943.44221054));70.082
178;ROTA PEDRO II;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;61.649;AVE;DOM PEDRO II;RUA DALVA;RUA UBERLANDIA;MULTILINESTRING ((609332.432875474 7797997.13128229, 609305.633881512 7798052.64998162));61.649
181;ROTA PEDRO II;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;59.735;AVE;DOM PEDRO II;RUA RIO CASCA;RUA ANFIBOLIOS;MULTILINESTRING ((609371.031672624 7797920.79681995, 609343.449323454 7797973.77603618));59.735
184;ROTA PEDRO II;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;25.818;AVE;DOM PEDRO II;RUA ANFIBOLIOS;RUA DALVA;MULTILINESTRING ((609343.449323454 7797973.77603618, 609332.432875474 7797997.13128229));25.818
1974;ROTA NOROESTE;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2020;LATERAL;NÃO;;57.45;RUA;PARA DE MINAS;RUA IBITURUNA;RUA CELSO SILVEIRA;MULTILINESTRING ((605656.757076258 7797717.67816416, 605600.157601011 7797727.52615963));57.45
1861;ROTA NOROESTE;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2020;LATERAL;NÃO;;76.909;RUA;OLINTO MAGALHAES;RUA MONTE LIBANO;RUA PELOTAS;MULTILINESTRING ((605928.375187368 7797766.76817203, 605852.323765426 7797778.20584393));76.909
2053;ROTA PEDRO II;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;19.596;AVE;DOM PEDRO II;RUA VILA RICA;RUA EVARISTO BARBI;MULTILINESTRING ((606686.547587005 7797892.13265445, 606669.165347229 7797901.18081273));19.596
2017;ROTA NOROESTE;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2020;LATERAL;NÃO;;50.601;RUA;PADRE EUSTAQUIO;RUA RIO ESPERA;RUA BRASILIA;MULTILINESTRING ((609085.741951672 7797693.0831704, 609044.215879797 7797721.99728502));50.601
2018;ROTA NOROESTE;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2020;LATERAL;NÃO;;57.153;RUA;PADRE EUSTAQUIO;TRV QUATRO MIL SETECENTOS E OITENTA E SETE;RUA UBERLANDIA;MULTILINESTRING ((609242.891252264 7797636.69464812, 609187.454441063 7797650.61181532));57.153
2019;ROTA NOROESTE;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2020;LATERAL;NÃO;;35.222;RUA;PADRE EUSTAQUIO;RUA UBERLANDIA;RUA SUASSUI;MULTILINESTRING ((609187.454441063 7797650.61181532, 609153.547529318 7797660.12987795));35.222
2020;ROTA NOROESTE;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2020;LATERAL;NÃO;;53.36;RUA;PADRE EUSTAQUIO;RUA SUASSUI;RUA NOVA LIMA;MULTILINESTRING ((609153.547529318 7797660.12987795, 609120.951706816 7797668.81810948, 609104.995998103 7797680.24578341));53.36
2021;ROTA NOROESTE;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2020;LATERAL;NÃO;;23.141;RUA;PADRE EUSTAQUIO;RUA NOVA LIMA;RUA RIO ESPERA;MULTILINESTRING ((609104.995998103 7797680.24578341, 609085.741951672 7797693.0831704));23.141
2022;ROTA NOROESTE;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2020;LATERAL;NÃO;;78.399;RUA;PADRE EUSTAQUIO;RUA TREMEDAL;RUA RIO CASCA;MULTILINESTRING ((609356.972508099 7797605.88092017, 609281.457066037 7797626.9466323));78.399
2023;ROTA NOROESTE;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2020;LATERAL;NÃO;;39.779;RUA;PADRE EUSTAQUIO;RUA RIO CASCA;TRV QUATRO MIL SETECENTOS E OITENTA E SETE;MULTILINESTRING ((609281.457066037 7797626.9466323, 609242.891252264 7797636.69464812));39.779
164;ROTA PEDRO II;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;38.212;AVE;DOM PEDRO II;RUA ANFIBOLIOS;TRI HORACIO DE MIRANDA PEREIRA;MULTILINESTRING ((609549.554201632 7797695.82261279, 609527.389372164 7797700.85158916, 609513.313715951 7797707.31027451));38.212
483;ROTA CARLOS LUZ;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;124.242;AVE;PRESIDENTE CARLOS LUZ;RUA ROSINHA SIGAUD;RUA FREI ORLANDO;MULTILINESTRING ((608374.150326462 7798695.3091702, 608318.672286039 7798790.89971303));124.242
1271;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;165.885;AVE;PRESIDENTE ANTONIO CARLOS;RUA ARARIBA;RUA SERRA NEGRA;MULTILINESTRING ((610311.93198186 7799185.2994341, 610236.969011365 7799333.27931323));165.885
1859;ROTA NOROESTE;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2020;LATERAL;NÃO;;77.752;RUA;OLINTO MAGALHAES;RUA BARTOLOMEU DE GUSMAO;RUA MONTE LIBANO;MULTILINESTRING ((606005.407864781 7797756.16033123, 605928.375187368 7797766.76817203));77.752
1865;ROTA NOROESTE;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2020;LATERAL;NÃO;;55.113;RUA;OLINTO MAGALHAES;RUA ITAMARATI;RUA BARTOLOMEU DE GUSMAO;MULTILINESTRING ((606059.855174667 7797747.62206916, 606005.407864781 7797756.16033123));55.113
157;ROTA PEDRO II;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;44.699;AVE;DOM PEDRO II;RUA ANTONIO PEIXOTO GUIMARAES;RUA CESARIO ALVIM;MULTILINESTRING ((607398.007278706 7797858.99939863, 607353.33129431 7797860.13916664));44.699
158;ROTA PEDRO II;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;55.705;AVE;DOM PEDRO II;RUA CAPITAO GUSTAVO MURGEL;RUA JACARINA;MULTILINESTRING ((607649.406579601 7797892.33261375, 607597.292843651 7797872.66661671));55.705
167;ROTA PEDRO II;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;55.774;AVE;DOM PEDRO II;TRI HORACIO DE MIRANDA PEREIRA;RUA TEOFILO OTONI;MULTILINESTRING ((609513.313715951 7797707.31027451, 609491.486966099 7797721.32742136, 609483.290596869 7797727.74611486, 609475.094227639 7797734.39476155, 609468.596502334 7797740.42353441));55.774
2024;ROTA NOROESTE;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2020;LATERAL;NÃO;;40.525;RUA;PADRE EUSTAQUIO;RUA MESQUITA;RUA ITANHANDU;MULTILINESTRING ((608087.508287046 7797750.84141388, 608052.949953602 7797729.67572209));40.525
2025;ROTA NOROESTE;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2020;LATERAL;NÃO;;27.453;RUA;PADRE EUSTAQUIO;RUA ITAMBACURI;RUA MESQUITA;MULTILINESTRING ((608111.248072774 7797764.62860753, 608087.508287046 7797750.84141388));27.453
2026;ROTA NOROESTE;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2020;LATERAL;NÃO;;32.616;RUA;PADRE EUSTAQUIO;RUA PERDOES;RUA ITAMBACURI;MULTILINESTRING ((608138.747963501 7797782.17503601, 608111.248072774 7797764.62860753));32.616
1272;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;200.662;AVE;PRESIDENTE ANTONIO CARLOS;RUA AMADEU QUAGLIA;RUA JEQUITAI;MULTILINESTRING ((610189.621373418 7799417.82210479, 610180.724107422 7799430.65949178, 610171.90929987 7799443.0869622, 610164.661202734 7799450.59543387, 610136.180056535 7799485.30836816, 610107.43504332 7799519.23146321, 610087.653262854 7799542.05681717, 610061.736574231 7799572.26066927));200.662
1273;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;132.117;AVE;PRESIDENTE ANTONIO CARLOS;RUA JOAZEIRO;RUA ARARIBA;MULTILINESTRING ((610373.437734463 7799068.37323409, 610311.93198186 7799185.2994341));132.117
2049;ROTA PEDRO II;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;105.104;AVE;DOM PEDRO II;RUA CARLOS GOES;RUA NARCISO COELHO;MULTILINESTRING ((606412.439230918 7798376.37408851, 606357.208565824 7798464.6161271));105.104
2050;ROTA PEDRO II;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;122.815;AVE;DOM PEDRO II;RUA RAMOS DE AZEVEDO;RUA DESEMBARGADOR TINOCO;MULTILINESTRING ((606603.784047806 7798005.66954435, 606545.955941759 7798114.01749044));122.815
1886;ROTA NOROESTE;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2020;LATERAL;NÃO;;36.307;RUA;PADRE EUSTAQUIO;RUA BONAPARTE;RUA PERDIZES;MULTILINESTRING ((607502.803713863 7797579.78623166, 607466.670424158 7797583.41549294));36.307
1887;ROTA NOROESTE;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2020;LATERAL;NÃO;;63.832;RUA;PADRE EUSTAQUIO;RUA PERDIZES;RUA CURRAL DEL REI;MULTILINESTRING ((607466.670424158 7797583.41549294, 607403.004260349 7797588.01455681));63.832
2013;ROTA NOROESTE;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2020;LATERAL;NÃO;;60.537;RUA;PADRE EUSTAQUIO;RUA CURRAL DEL REI;RUA CESARIO ALVIM;MULTILINESTRING ((607403.004260349 7797588.01455681, 607342.595205037 7797591.94375703));60.537
2014;ROTA NOROESTE;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2020;LATERAL;NÃO;;22.528;RUA;PADRE EUSTAQUIO;RUA INGAI;RUA JACARINA;MULTILINESTRING ((607650.841356509 7797568.3385618, 607628.354939114 7797569.708283));22.528
2015;ROTA NOROESTE;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2020;LATERAL;NÃO;;75.969;RUA;PADRE EUSTAQUIO;RUA ITANHANDU;RUA MALACACHETA;MULTILINESTRING ((608052.949953602 7797729.67572209, 607988.2613051 7797689.84382976));75.969
2016;ROTA NOROESTE;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2020;LATERAL;NÃO;;32.663;RUA;PADRE EUSTAQUIO;RUA MALACACHETA;RUA FREDERICO BRACHER JUNIOR;MULTILINESTRING ((607988.2613051 7797689.84382976, 607960.497547355 7797672.63733209));32.663
1289;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;30.631;AVE;PRESIDENTE ANTONIO CARLOS;RUA JURITI;RUA CONEGO SANTA APOLONIA;MULTILINESTRING ((609836.946612879 7800989.95210229, 609846.247925245 7801019.13616196));30.631
1290;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;65.044;AVE;PRESIDENTE ANTONIO CARLOS;TRE TRES MIL SETECENTOS E VINTE E SEIS;RUA FRANCISCO LESSA;MULTILINESTRING ((609801.176140323 7800866.1173085, 609818.269775549 7800928.87453445));65.044
1599;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;79.245;AVE;AMAZONAS;RUA MARTIM DE CARVALHO;AVE DO CONTORNO;MULTILINESTRING ((609206.87340438 7796024.77275015, 609136.808465397 7795987.75028597));79.245
1513;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;2025;LATERAL;NÃO;;103.562;AVE;CRISTIANO MACHADO;PAS QUATRO MIL CENTO E SESSENTA E SEIS;RUA CORONEL COSTA DIAS;MULTILINESTRING ((610968.119779244 7806456.13947569, 610958.884433633 7806559.28848001));103.562
2040;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2018;0;CENTRAL;NÃO;;205.937;VDT;WANDER PIROLLI;;;MULTILINESTRING ((610988.808602583 7797901.1608168, 611003.337780233 7797846.99184274, 611017.339223847 7797823.2166821, 611066.781306246 7797778.26583172, 611082.54736054 7797763.97873981, 611089.91914534 7797753.05096413, 611099.030803287 7797729.20581774, 611093.497841765 7797690.38371986));205.937
1090;BRT CRISTIANO MACHADO;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;71.755;AVE;CRISTIANO MACHADO;RUA CYRO BORJA;RUA PITANGUI;MULTILINESTRING ((611277.124548392 7798637.17100406, 611310.841805718 7798659.81639465, 611339.174526719 7798672.73376536));71.755
1432;ROTA LESTE 3;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2025;LATERAL;NÃO;;45.046;AVE;DOS ANDRADAS;AVE MEM DE SA;VDT JOSE MARIA TORRES LEAL;MULTILINESTRING ((613974.876197483 7797274.818307, 614012.873047999 7797299.01338216));45.046
1954;ROTA LESTE 2;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2021;2020;LATERAL;NÃO;;78.037;RUA;NIQUELINA;RUA ITABERA;RUA CACHOEIRA DOURADA;MULTILINESTRING ((614167.10331971 7797254.27248904, 614180.98107566 7797259.98132702, 614192.838599758 7797269.48939169, 614203.013971619 7797283.73649173, 614209.891005762 7797313.27048017));78.037
1955;ROTA LESTE 2;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2021;2020;LATERAL;NÃO;;69.915;RUA;NIQUELINA;RUA CACHOEIRA DOURADA;RUA CONEGO PINHEIRO;MULTILINESTRING ((614209.891005762 7797313.27048017, 614217.914212262 7797340.48494075, 614225.995139672 7797355.65185357, 614245.265677792 7797370.54882133));69.915
727;ROTA  AMAZONAS;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2018;0;LATERAL;NÃO;;74.416;AVE;AFONSO VAZ DE MELO;RUA BENEDITO SANTOS;RUA LUCIO DOS SANTOS;MULTILINESTRING ((602440.300591729 7791051.06513392, 602373.171173316 7791018.95167052));74.416
1426;ROTA LESTE 3;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2025;LATERAL;NÃO;;97.3;AVE;DOS ANDRADAS;RUA SANTA LUZIA;RUA FRUTAL;MULTILINESTRING ((613741.353887021 7797091.06570931, 613822.831074509 7797144.25488281));97.3
1427;ROTA LESTE 3;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2025;LATERAL;NÃO;;60.279;AVE;DOS ANDRADAS;RUA FRUTAL;RUA MOYSES KALIL;MULTILINESTRING ((613822.831074509 7797144.25488281, 613838.605374647 7797202.43304081));60.279
1428;ROTA LESTE 3;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2025;LATERAL;NÃO;;103.094;AVE;DOS ANDRADAS;;;MULTILINESTRING ((614097.805244247 7798128.49454368, 614057.202706934 7798223.25525541));103.094
1416;ROTA LESTE 3;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2025;LATERAL;NÃO;;132.957;AVE;DOS ANDRADAS;;RUA SILVIANOPOLIS;MULTILINESTRING ((614034.980156556 7798270.47564384, 614026.643607973 7798291.11144348, 614015.932256232 7798320.47546652, 614007.199907123 7798355.79827666, 614000.059005963 7798398.25963378));132.957
1089;BRT CRISTIANO MACHADO;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;117.228;AVE;CRISTIANO MACHADO;PCA MANOEL BANDEIRA;AVE JOSE CANDIDO DA SILVEIRA;MULTILINESTRING ((612275.844717831 7799704.08383704, 612276.281747579 7799764.46154734, 612269.751038896 7799798.9245325, 612264.366502571 7799820.03023649));117.228
1418;ROTA LESTE 3;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2025;LATERAL;NÃO;;222.122;AVE;DOS ANDRADAS;RUA PACIFICO MASCARENHAS;RUA PONTA PORA;MULTILINESTRING ((612884.552943759 7796995.53515428, 612936.72440062 7797007.89263895, 613103.587305793 7797031.3778586));222.122
1424;ROTA LESTE 3;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2025;LATERAL;NÃO;;28.247;AVE;DOS ANDRADAS;RUA ANA DE SA;RUA RAIMUNDO VENANCIO DA SILVA;MULTILINESTRING ((614255.276132767 7797675.14682129, 614256.12545473 7797703.38107429));28.247
1425;ROTA LESTE 3;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2025;LATERAL;NÃO;;122.61;AVE;DOS ANDRADAS;RUA ITAJOBI;RUA LEOPOLDO GOMES;MULTILINESTRING ((614257.617952547 7797734.37476562, 614251.458306858 7797800.17137291, 614233.836937598 7797853.88044058));122.61
1950;ROTA LESTE 2;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2021;2020;LATERAL;NÃO;;102.095;RUA;NIQUELINA;RUA AMERICO TURCI;RUA ITABERA;MULTILINESTRING ((614075.401285295 7797209.76154911, 614120.102007223 7797234.63648589, 614167.10331971 7797254.27248904));102.095
1423;ROTA LESTE 3;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2025;LATERAL;NÃO;;176.195;AVE;DOS ANDRADAS;VDT JOSE MARIA TORRES LEAL;AVE ALPHONSUS DE GUIMARAES;MULTILINESTRING ((614012.873047999 7797299.01338216, 614059.99804815 7797347.20357319, 614079.738599394 7797376.917525, 614108.813446382 7797416.60944582, 614121.338883868 7797436.98529838));176.195
1958;ROTA LESTE 2;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2021;2020;LATERAL;NÃO;;120.347;RUA;NIQUELINA;RUA JOAO GOMES;RUA FLUORINA;MULTILINESTRING ((614476.231776522 7797422.73819834, 614580.112922963 7797445.81350142, 614594.040153978 7797446.23341595));120.347
1105;BRT CRISTIANO MACHADO;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;131.444;AVE;CRISTIANO MACHADO;RUA ALVARES DA SILVA;PCA ANTONIO MACHADO;MULTILINESTRING ((612137.743317562 7801742.02901921, 612169.481572257 7801869.58305595));131.444
1106;BRT CRISTIANO MACHADO;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;112.947;AVE;CRISTIANO MACHADO;RUA MARIA DE CARVALHO;RUA ALBERTO CINTRA;MULTILINESTRING ((612066.119914007 7801503.98747188, 612101.931615785 7801611.10566828));112.947
1107;BRT CRISTIANO MACHADO;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;91.397;AVE;CRISTIANO MACHADO;PCA ANTONIO MACHADO;AVE BERNARDO DE VASCONCELOS;MULTILINESTRING ((612169.481572257 7801869.58305595, 612191.102176001 7801958.38498058));91.397
1112;BRT CRISTIANO MACHADO;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;152.294;AVE;CRISTIANO MACHADO;RUA MODELO;RUA PADRE JOSE ALVES;MULTILINESTRING ((612200.791043049 7802625.96909577, 612195.991961669 7802681.79773201, 612197.294805068 7802718.43027556, 612199.479953806 7802744.15503936, 612204.279035186 7802762.47131114, 612208.401957334 7802776.73840711));152.294
1437;ROTA LESTE 3;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2025;LATERAL;NÃO;;52.188;AVE;DOS ANDRADAS;;;MULTILINESTRING ((614057.202706934 7798223.25525541, 614034.980156556 7798270.47564384));52.188
1108;BRT CRISTIANO MACHADO;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;144.625;AVE;CRISTIANO MACHADO;RUA GERALDO FARIA DE SOUZA;;MULTILINESTRING ((612221.661274962 7799353.75514543, 612246.176170054 7799496.28613366));144.625
1109;BRT CRISTIANO MACHADO;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;143.93;AVE;CRISTIANO MACHADO;RUA GERALDO MENEZES SOARES;RUA GERALDO FARIA DE SOUZA;MULTILINESTRING ((612199.042924058 7799211.61407784, 612221.661274962 7799353.75514543));143.93
1110;BRT CRISTIANO MACHADO;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;82.474;AVE;CRISTIANO MACHADO;RUA OSWALDO FERRAZ;RUA GERALDO MENEZES SOARES;MULTILINESTRING ((612185.082709665 7799130.35061878, 612196.437237261 7799191.90808893, 612199.042924058 7799211.61407784));82.474
1111;BRT CRISTIANO MACHADO;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;89.845;AVE;CRISTIANO MACHADO;RUA JOAO CARLOS;RUA OSWALDO FERRAZ;MULTILINESTRING ((612167.692224045 7799042.4185171, 612178.362346564 7799080.6907269, 612185.082709665 7799130.35061878));89.845
1113;BRT CRISTIANO MACHADO;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;91.312;AVE;CRISTIANO MACHADO;ACS TRES MIL CENTO E QUARENTA E UM;RUA ANGATURAMA;MULTILINESTRING ((612252.731616269 7802477.00941608, 612233.098261001 7802521.77030513, 612218.494870752 7802561.61219543));91.312
1146;BRT CRISTIANO MACHADO;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;182.335;AVE;CRISTIANO MACHADO;RUA MARIA PIETRA MACHADO;;MULTILINESTRING ((612271.268274247 7802916.74990818, 612324.610640997 7803025.43778508, 612325.896992707 7803041.52451067, 612323.316043443 7803086.5753407));182.335
1116;BRT CRISTIANO MACHADO;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;140.34;AVE;CRISTIANO MACHADO;;;MULTILINESTRING ((612246.176170054 7799496.28613366, 612268.002919905 7799634.91791557));140.34
